subject_session	dataset	path	fieldmaps	connectome: fMRIPrep	connectome: C-PAC: fmriprep-options
sub-NDARVP285RXV_ses-HBNsiteRU_task-rest_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARVP285RXV/ses-HBNsiteRU	epi		
sub-NDARFP909LY1_ses-HBNsiteCBIC_task-peer_run-1_acq-ABCD	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARFP909LY1/ses-HBNsiteCBIC	epi	sub-NDARFP909LY1_ses-HBNsiteCBIC_task-peer_acq-ABCD_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-NDARFP909LY1_ses-HBNsiteCBIC_task-peer_run-1_acq-ABCD_space-template_desc-preproc_connectome.tsv
sub-NDARMF846EVR_ses-HBNsiteCBIC_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMF846EVR/ses-HBNsiteCBIC	epi	sub-NDARMF846EVR_ses-HBNsiteCBIC_task-movieDM_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARVJ685ZW5_ses-HBNsiteCBIC_task-peer_run-2_acq-ABCD	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARVJ685ZW5/ses-HBNsiteCBIC	epi		
sub-NDARXF497LYF_ses-HBNsiteCBIC_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARXF497LYF/ses-HBNsiteCBIC	epi		
sub-NDARAL897CYV_ses-HBNsiteCUNY_task-rest_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARAL897CYV/ses-HBNsiteCUNY	epi	sub-NDARAL897CYV_ses-HBNsiteCUNY_task-rest_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARGC471KD1_ses-HBNsiteCBIC_task-peer_run-1_acq-ABCD	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARGC471KD1/ses-HBNsiteCBIC	epi	sub-NDARGC471KD1_ses-HBNsiteCBIC_task-peer_acq-ABCD_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARCH628LKW_ses-HBNsiteCBIC_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARCH628LKW/ses-HBNsiteCBIC	epi	sub-NDARCH628LKW_ses-HBNsiteCBIC_task-movieDM_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-NDARCH628LKW_ses-HBNsiteCBIC_task-movieDM_space-template_desc-preproc_connectome.tsv
sub-NDARXF294ME0_ses-HBNsiteCBIC_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARXF294ME0/ses-HBNsiteCBIC	epi		
sub-NDARRZ993EL4_ses-HBNsiteCBIC_task-rest_run-1_acq-VARIANTObliquity	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRZ993EL4/ses-HBNsiteCBIC	epi		
sub-NDARNK005BRN_ses-HBNsiteCBIC_task-rest_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARNK005BRN/ses-HBNsiteCBIC	epi		
sub-NDARRU499DP2_ses-HBNsiteRU_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRU499DP2/ses-HBNsiteRU	epi		
sub-NDARNT043XGH_ses-HBNsiteRU_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARNT043XGH/ses-HBNsiteRU	epi		
sub-NDARRN444MJG_ses-HBNsiteRU_task-rest_run-1_acq-VARIANTNumVolumes	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRN444MJG/ses-HBNsiteRU	epi		
sub-NDARLY872ZXA_ses-HBNsiteRU_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARLY872ZXA/ses-HBNsiteRU	epi	sub-NDARLY872ZXA_ses-HBNsiteRU_task-movieTP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARXG995EV6_ses-HBNsiteRU_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARXG995EV6/ses-HBNsiteRU	epi		
sub-NDARUE483WZ4_ses-HBNsiteRU_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARUE483WZ4/ses-HBNsiteRU	epi		
sub-NDARRZ145TFN_ses-HBNsiteCBIC_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRZ145TFN/ses-HBNsiteCBIC	epi		
sub-NDARFU407YL4_ses-HBNsiteCBIC_task-movieTP_acq-VARIANTObliquityNoFmap	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARFU407YL4/ses-HBNsiteCBIC	None	sub-NDARFU407YL4_ses-HBNsiteCBIC_task-movieTP_acq-VARIANTObliquityNoFmap_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-NDARFU407YL4_ses-HBNsiteCBIC_task-movieTP_acq-VARIANTObliquityNoFmap_space-template_desc-preproc_connectome.tsv
sub-NDARPY302MV9_ses-HBNsiteCUNY_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARPY302MV9/ses-HBNsiteCUNY	epi		
sub-NDARPX838GCD_ses-HBNsiteCBIC_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARPX838GCD/ses-HBNsiteCBIC	epi		
sub-NDARTB003FDD_ses-HBNsiteCUNY_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARTB003FDD/ses-HBNsiteCUNY	epi		
sub-NDARWX711LBK_ses-HBNsiteRU_task-rest_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARWX711LBK/ses-HBNsiteRU	epi		
sub-NDARPU329MDJ_ses-HBNsiteCBIC_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARPU329MDJ/ses-HBNsiteCBIC	epi		
sub-NDARRM725BRV_ses-HBNsiteCUNY_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRM725BRV/ses-HBNsiteCUNY	epi		
sub-NDARPJ502KEH_ses-HBNsiteCBIC_task-peer_run-3_acq-VARIANTObliquity	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARPJ502KEH/ses-HBNsiteCBIC	epi		
sub-NDARFR103CUN_ses-HBNsiteCBIC_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARFR103CUN/ses-HBNsiteCBIC	epi	sub-NDARFR103CUN_ses-HBNsiteCBIC_task-peer_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARUB495UD1_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARUB495UD1/ses-HBNsiteRU	epi		
sub-NDARDZ147ETZ_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARDZ147ETZ/ses-HBNsiteRU	epi	sub-NDARDZ147ETZ_ses-HBNsiteRU_task-peer_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-NDARDZ147ETZ_ses-HBNsiteRU_task-peer_run-1_space-template_desc-preproc_connectome.tsv
sub-NDARTB003FDD_ses-HBNsiteCUNY_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARTB003FDD/ses-HBNsiteCUNY	epi		
sub-NDARYM586MYN_ses-HBNsiteCBIC_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARYM586MYN/ses-HBNsiteCBIC	epi		
sub-NDARUC771VM5_ses-HBNsiteCBIC_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARUC771VM5/ses-HBNsiteCBIC	epi		
sub-NDARRN047XHC_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRN047XHC/ses-HBNsiteRU	epi		
sub-NDARVD685RRJ_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARVD685RRJ/ses-HBNsiteRU	epi		
sub-NDARHR099EWX_ses-HBNsiteRU_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARHR099EWX/ses-HBNsiteRU	epi	sub-NDARHR099EWX_ses-HBNsiteRU_task-peer_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARGE946RCB_ses-HBNsiteRU_task-movieDM_acq-VARIANTNumVolumes	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARGE946RCB/ses-HBNsiteRU	epi	sub-NDARGE946RCB_ses-HBNsiteRU_task-movieDM_acq-VARIANTNumVolumes_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARMD666RYJ_ses-HBNsiteCBIC_task-rest_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMD666RYJ/ses-HBNsiteCBIC	epi	sub-NDARMD666RYJ_ses-HBNsiteCBIC_task-rest_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARMN043YKC_ses-HBNsiteCBIC_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMN043YKC/ses-HBNsiteCBIC	epi	sub-NDARMN043YKC_ses-HBNsiteCBIC_task-peer_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARRB942UWU_ses-HBNsiteRU_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRB942UWU/ses-HBNsiteRU	epi		
sub-NDARTX575YBU_ses-HBNsiteRU_task-movieDM_acq-VARIANTObliquity	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARTX575YBU/ses-HBNsiteRU	epi		
sub-NDARUC144FN6_ses-HBNsiteRU_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARUC144FN6/ses-HBNsiteRU	epi		
sub-NDARRT039CPB_ses-HBNsiteCBIC_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRT039CPB/ses-HBNsiteCBIC	epi		
sub-NDARGE946RCB_ses-HBNsiteRU_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARGE946RCB/ses-HBNsiteRU	epi	sub-NDARGE946RCB_ses-HBNsiteRU_task-peer_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARPH105ZFF_ses-HBNsiteCUNY_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARPH105ZFF/ses-HBNsiteCUNY	epi		
sub-NDARKM096BGW_ses-HBNsiteCBIC_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARKM096BGW/ses-HBNsiteCBIC	epi	sub-NDARKM096BGW_ses-HBNsiteCBIC_task-peer_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARXT256RNV_ses-HBNsiteRU_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARXT256RNV/ses-HBNsiteRU	epi		
sub-NDARRD943ZWU_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRD943ZWU/ses-HBNsiteRU	epi		
sub-NDARUX086TVT_ses-HBNsiteCBIC_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARUX086TVT/ses-HBNsiteCBIC	epi		
sub-NDARXT256RNV_ses-HBNsiteRU_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARXT256RNV/ses-HBNsiteRU	epi		
sub-NDARAA504CRN_ses-HBNsiteCBIC_task-rest_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARAA504CRN/ses-HBNsiteCBIC	epi	sub-NDARAA504CRN_ses-HBNsiteCBIC_task-rest_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARBV577EE0_ses-HBNsiteRU_task-rest_run-1_acq-VARIANTNoFmap	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARBV577EE0/ses-HBNsiteRU	None	sub-NDARBV577EE0_ses-HBNsiteRU_task-rest_acq-VARIANTNoFmap_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARNB390JL3_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARNB390JL3/ses-HBNsiteRU	epi		
sub-NDARRU729XRU_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRU729XRU/ses-HBNsiteRU	epi		
sub-NDARAL897CYV_ses-HBNsiteCUNY_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARAL897CYV/ses-HBNsiteCUNY	epi	sub-NDARAL897CYV_ses-HBNsiteCUNY_task-peer_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARTC227AXA_ses-HBNsiteCBIC_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARTC227AXA/ses-HBNsiteCBIC	epi		
sub-NDARJH065GKG_ses-HBNsiteCBIC_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARJH065GKG/ses-HBNsiteCBIC	epi	sub-NDARJH065GKG_ses-HBNsiteCBIC_task-rest_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARLL914UW4_ses-HBNsiteRU_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARLL914UW4/ses-HBNsiteRU	epi	sub-NDARLL914UW4_ses-HBNsiteRU_task-peer_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARYR150UDP_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARYR150UDP/ses-HBNsiteRU	epi		
sub-NDARTP313AGH_ses-HBNsiteRU_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARTP313AGH/ses-HBNsiteRU	epi		
sub-NDARLA048NYE_ses-HBNsiteCBIC_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARLA048NYE/ses-HBNsiteCBIC	epi	sub-NDARLA048NYE_ses-HBNsiteCBIC_task-peer_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARMV718DYL_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMV718DYL/ses-HBNsiteRU	epi	sub-NDARMV718DYL_ses-HBNsiteRU_task-peer_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARDN489EXJ_ses-HBNsiteRU_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARDN489EXJ/ses-HBNsiteRU	epi	sub-NDARDN489EXJ_ses-HBNsiteRU_task-movieTP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARGZ059UVR_ses-HBNsiteCBIC_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARGZ059UVR/ses-HBNsiteCBIC	epi	sub-NDARGZ059UVR_ses-HBNsiteCBIC_task-movieDM_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARMB857WG7_ses-HBNsiteCBIC_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMB857WG7/ses-HBNsiteCBIC	epi	sub-NDARMB857WG7_ses-HBNsiteCBIC_task-peer_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARHD546PDX_ses-HBNsiteCUNY_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARHD546PDX/ses-HBNsiteCUNY	epi	sub-NDARHD546PDX_ses-HBNsiteCUNY_task-movieDM_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARHW933UVJ_ses-HBNsiteCBIC_task-peer_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARHW933UVJ/ses-HBNsiteCBIC	epi	sub-NDARHW933UVJ_ses-HBNsiteCBIC_task-peer_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARYX806FL1_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARYX806FL1/ses-HBNsiteRU	epi		
sub-NDARMF846EVR_ses-HBNsiteCBIC_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMF846EVR/ses-HBNsiteCBIC	epi	sub-NDARMF846EVR_ses-HBNsiteCBIC_task-movieTP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARWC427JB2_ses-HBNsiteRU_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARWC427JB2/ses-HBNsiteRU	epi		
sub-NDARHZ852XY0_ses-HBNsiteCBIC_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARHZ852XY0/ses-HBNsiteCBIC	epi	sub-NDARHZ852XY0_ses-HBNsiteCBIC_task-movieTP_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARMN043YKC_ses-HBNsiteCBIC_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMN043YKC/ses-HBNsiteCBIC	epi	sub-NDARMN043YKC_ses-HBNsiteCBIC_task-rest_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARVD685RRJ_ses-HBNsiteRU_task-rest_run-1_acq-VARIANTNumVolumes	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARVD685RRJ/ses-HBNsiteRU	epi		
sub-NDARMN690FGZ_ses-HBNsiteRU_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMN690FGZ/ses-HBNsiteRU	epi	sub-NDARMN690FGZ_ses-HBNsiteRU_task-peer_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARXV445NYZ_ses-HBNsiteRU_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARXV445NYZ/ses-HBNsiteRU	epi		
sub-NDARJZ167VEZ_ses-HBNsiteCBIC_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARJZ167VEZ/ses-HBNsiteCBIC	epi	sub-NDARJZ167VEZ_ses-HBNsiteCBIC_task-peer_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARRL426AD5_ses-HBNsiteCBIC_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRL426AD5/ses-HBNsiteCBIC	epi		
sub-NDARVP281CJ4_ses-HBNsiteRU_task-rest_run-1_acq-VARIANTNumVolumes	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARVP281CJ4/ses-HBNsiteRU	epi		
sub-NDARVU683CTN_ses-HBNsiteRU_task-movieDM_acq-VARIANTNoFmap	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARVU683CTN/ses-HBNsiteRU	None		
sub-NDARRP384BVX_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRP384BVX/ses-HBNsiteRU	epi		
sub-NDARPU981GWF_ses-HBNsiteCUNY_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARPU981GWF/ses-HBNsiteCUNY	epi		
sub-NDARKT714TXR_ses-HBNsiteCBIC_task-peer_run-3_acq-VARIANTObliquity	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARKT714TXR/ses-HBNsiteCBIC	epi	sub-NDARKT714TXR_ses-HBNsiteCBIC_task-peer_acq-VARIANTObliquity_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARTL084LYM_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARTL084LYM/ses-HBNsiteRU	epi		
sub-NDARMZ687XRR_ses-HBNsiteRU_task-peer_run-3	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARMZ687XRR/ses-HBNsiteRU	epi		
sub-NDARLX836EHJ_ses-HBNsiteRU_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARLX836EHJ/ses-HBNsiteRU	epi	sub-NDARLX836EHJ_ses-HBNsiteRU_task-rest_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARLZ745EUN_ses-HBNsiteCBIC_task-rest_run-2_acq-ABCD	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARLZ745EUN/ses-HBNsiteCBIC	epi	sub-NDARLZ745EUN_ses-HBNsiteCBIC_task-rest_acq-ABCD_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARRM725BRV_ses-HBNsiteCUNY_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRM725BRV/ses-HBNsiteCUNY	epi		
sub-NDARYZ906UHJ_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARYZ906UHJ/ses-HBNsiteRU	epi		
sub-NDARLA516PH1_ses-HBNsiteSI_task-rest_acq-VARIANTObliquity	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARLA516PH1/ses-HBNsiteSI	phasediff	sub-NDARLA516PH1_ses-HBNsiteSI_task-rest_acq-VARIANTObliquity_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARUL675RXW_ses-HBNsiteRU_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARUL675RXW/ses-HBNsiteRU	epi		
sub-NDARTP313AGH_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARTP313AGH/ses-HBNsiteRU	epi		
sub-NDARRH285LR3_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRH285LR3/ses-HBNsiteRU	epi		
sub-NDARPV412JEN_ses-HBNsiteCUNY_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARPV412JEN/ses-HBNsiteCUNY	epi		
sub-NDARRV002MA8_ses-HBNsiteRU_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARRV002MA8/ses-HBNsiteRU	epi		
sub-NDAREJ923FZU_ses-HBNsiteRU_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDAREJ923FZU/ses-HBNsiteRU	epi	sub-NDAREJ923FZU_ses-HBNsiteRU_task-rest_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARYK164AEJ_ses-HBNsiteCBIC_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARYK164AEJ/ses-HBNsiteCBIC	epi		
sub-NDARJY747PRJ_ses-HBNsiteCBIC_task-peer_run-3_acq-ABCD	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARJY747PRJ/ses-HBNsiteCBIC	epi	sub-NDARJY747PRJ_ses-HBNsiteCBIC_task-peer_acq-ABCD_run-3_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARKC880ZHY_ses-HBNsiteRU_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARKC880ZHY/ses-HBNsiteRU	epi	sub-NDARKC880ZHY_ses-HBNsiteRU_task-movieDM_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARZE389XF0_ses-HBNsiteRU_task-peer_run-3_acq-VARIANTObliquity	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARZE389XF0/ses-HBNsiteRU	epi		
sub-NDARGY542TJ5_ses-HBNsiteCBIC_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARGY542TJ5/ses-HBNsiteCBIC	epi	sub-NDARGY542TJ5_ses-HBNsiteCBIC_task-peer_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARYM586MYN_ses-HBNsiteCBIC_task-movieDM	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARYM586MYN/ses-HBNsiteCBIC	epi		
sub-NDARNT043XGH_ses-HBNsiteRU_task-peer_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARNT043XGH/ses-HBNsiteRU	epi		
sub-NDARLB671TLU_ses-HBNsiteRU_task-rest_run-2_acq-VARIANTNumVolumes	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARLB671TLU/ses-HBNsiteRU	epi	sub-NDARLB671TLU_ses-HBNsiteRU_task-rest_acq-VARIANTNumVolumes_run-2_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	
sub-NDARUH712NRU_ses-HBNsiteCBIC_task-movieDM_acq-ABCD	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARUH712NRU/ses-HBNsiteCBIC	epi		
sub-NDARXT256RNV_ses-HBNsiteRU_task-rest_run-2	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARXT256RNV/ses-HBNsiteRU	epi		
sub-NDARYD666FL0_ses-HBNsiteCBIC_task-movieTP	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDARYD666FL0/ses-HBNsiteCBIC	epi		
sub-NDAREC647MKW_ses-HBNsiteRU_task-rest_run-1	HBN	s3://fcp-indi/data/Projects/HBN/BIDS_datalad/sub-NDAREC647MKW/ses-HBNsiteRU	epi	sub-NDAREC647MKW_ses-HBNsiteRU_task-rest_run-1_space-MNI152NLin6Asym_res-2_desc-preproc_connectome.tsv	sub-NDAREC647MKW_ses-HBNsiteRU_task-rest_run-1_space-template_desc-preproc_connectome.tsv
